input,target
"Tong Bi thu Nguyen Phu Trong hoi dam voi Tong thong Nga, hoi kien Thu tuong Nga.","Tổng Bí thư Nguyễn Phú Trọng hội đàm với Tổng thống Nga, hội kiến Thủ tướng Nga."
Choy. Heu Minh said Mr Ba Coung con cu chua co los hahaha.,Trời. Hiếu Minh said Mr Ba Cuong con cu chưa có lông hahaha.
Kinh hoang hinh thuc cuong hiep nguoi than nghi pham de tra dua o Nam A.,Kinh hoàng hình thức cưỡng hiếp người thân nghi phạm để trả đũa ở Nam Á.
Angela Phuong Trinh khoe vong eo thon tha.,Angela Phương Trinh khoe vòng eo thon thả.
Meo vat tang toc PC.,Mẹo vặt tăng tốc PC.
Gioi tre Ha thanh 'trong rau' tren dau di choi trung thu.,Giới trẻ Hà thành 'trồng rau' trên đầu đi chơi trung thu.
Phat hien truyen don cua Trieu Tien tai Seoul.,Phát hiện truyền đơn của Triều Tiên tại Seoul.
Bi thu Thanh uy tiepTap doan Intel.,Bí thư Thành ủy tiếpTập đoàn Intel.
Clip Beckham 'don co' cho Ibra ghi ban.,Clip Beckham 'dọn cỗ' cho Ibra ghi bàn.
Tuan le vien thong va PTTH Viet Nam Han Quoc.,Tuần lễ viễn thông và PTTH Việt Nam Hàn Quốc.
Thu tuong gap go cong dong nguoi Viet tai Bi.,Thủ tướng gặp gỡ cộng đồng người Việt tại Bỉ.
Cha doi bai hiep dam con gai 10 tuoi moi khi vo vang nha.,Cha đồi bại hiếp dâm con gái 10 tuổi mỗi khi vợ vắng nhà.
Ai se thua ke khoi tai san khong lo cua Ngoc Son?,Ai sẽ thừa kế khối tài sản khổng lồ của Ngọc Sơn?
Bo ke tien ty sut lun chi sau mot tran mua.,Bờ kè tiền tỷ sụt lún chỉ sau một trận mưa.
HLV Hoang Anh Tuan: 11 cau thu cua toi deu thi dau tot.,HLV Hoàng Anh Tuấn: 11 cầu thủ của tôi đều thi đấu tốt.
"Giong nhu Van Truong, Van Khang cung thuong xuyen duoc thay Gong tin dung.","Giống như Văn Trường, Văn Khang cũng thường xuyên được thầy Gong tin dùng."
Lieu tinh yeu trong drama Han co xay ra o ngoai doi?.,Liệu tình yêu trong drama Hàn có xảy ra ở ngoài đời?.
"Lanh dao Nha nuoc, Quoc hoi chuc tet cac dia phuong.","Lãnh đạo Nhà nước, Quốc hội chúc tết các địa phương."
"Trong 24 gio, tien dien tu lon nhat the gioi giao dich thap nhat tai 20.526 USD va cao nhat tai 21.549 USD.","Trong 24 giờ, tiền điện tử lớn nhất thế giới giao dịch thấp nhất tại 20.526 USD và cao nhất tại 21.549 USD."
Thanh cong nho kien tri dan van.,Thành công nhờ kiên trì dân vận.
"Voi cac thay co can guong mau moi mat, la tam guong dao duc, tu hoc, sang tao cho hoc sinh noi theo.","Với các thầy cô cần gương mẫu mọi mặt, là tấm gương đạo đức, tự học, sáng tạo cho học sinh noi theo."
"Tai khoa Cap cuu, be H.","Tại khoa Cấp cứu, bé H."
Kham pha diem thi vi ve 52 la bai Tay.,Khám phá điểm thi vị về 52 lá bài Tây.
5 truong hop canh sat giao thong duoc phep dung xe.,5 trường hợp cảnh sát giao thông được phép dừng xe.
''Divergent'' se tao nen con sot giong ''Hunger Games''?.,''Divergent'' sẽ tạo nên con sốt giống ''Hunger Games''?.
"Du nhu cau phuc hoi san xuat, dap ung nhung don hang sau dai dich COVID-19 la buc thiet, tuy nhien truoc hien tuong thoi tiet dien bien cuc doan bat thuong, lanh dao cong ty cung da phoi hop voi EVNHANOI thuc hien dieu chinh phu tai de giam luong dien nang tieu thu.","Dù nhu cầu phục hồi sản xuất, đáp ứng những đơn hàng sau đại dịch COVID-19 là bức thiết, tuy nhiên trước hiện tượng thời tiết diễn biến cực đoan bất thường, lãnh đạo công ty cũng đã phối hợp với EVNHANOI thực hiện điều chỉnh phụ tải để giảm lượng điện năng tiêu thụ."
WonderBuy pha san hay khong tuy chu no!.,WonderBuy phá sản hay không tùy chủ nợ!.
"Niem an ui lon nhat cua nguoi thuong binh Nguyen Hong Chau la vo ong, ba Le Thi Lanh (nay da 64 tuoi). Nho ve nhung nam thang do, ba Lanh xuc dong: ""Toi va ong Chau cuoi nhau khi ong van con tren chien truong Campuchia, dam cuoi dien ra nhung vang chu re, vi luc do ong chua the ve"". Ong Chau ngoi tram ngam, nho lai thoi gian vua xuat ngu khon kho, khong nghe nghiep, suc khoe yeu; roi benh sot ret theo ong trien mien, moi viec trong nha deu mot tay vo ong quan xuyen.","Niềm an ủi lớn nhất của người thương binh Nguyễn Hồng Châu là vợ ông, bà Lê Thị Lành (nay đã 64 tuổi). Nhớ về những năm tháng đó, bà Lành xúc động: ""Tôi và ông Châu cưới nhau khi ông vẫn còn trên chiến trường Campuchia, đám cưới diễn ra nhưng vắng chú rể, vì lúc đó ông chưa thể về"". Ông Châu ngồi trầm ngâm, nhớ lại thời gian vừa xuất ngũ khốn khó, không nghề nghiệp, sức khỏe yếu; rồi bệnh sốt rét theo ông triền miên, mọi việc trong nhà đều một tay vợ ông quán xuyến."
Ly do C. Ronaldo khong doi ao voi doi thu.,Lý do C. Ronaldo không đổi áo với đối thủ.
bu fame alieu hon khong cho len td luon bay gio hihi,bú fame à liệu hồn không cho lên thực đơn luôn bây giờ hì hì
[Computex 2016] Tham gian hang Cooler Master - noi trung bay y tuong sang tao cua nguoi dung.,[Computex 2016] Thăm gian hàng Cooler Master - nơi trưng bày ý tưởng sáng tạo của người dùng.
Tu xay dao de lach lenh cam bia ruou.,Tự xây đảo để lách lệnh cấm bia rượu.
Man City - Liverpool: Cong doi thu.,Man City - Liverpool: Công đối thủ.
"So tien thang duoc co the bi tieu xai phung phi, con so tien kho kiem hon lai duoc tran trong va tiet kiem, dieu nay cho thay moi nguoi se co su khac biet ro rang ve khuynh huong tieu dung va thoi quen mao hiem khi ho xu ly tien theo nhung tam ly khac nhau.","Số tiền thắng được có thể bị tiêu xài phung phí, còn số tiền khó kiếm hơn lại được trân trọng và tiết kiệm, điều này cho thấy mọi người sẽ có sự khác biệt rõ ràng về khuynh hướng tiêu dùng và thói quen mạo hiểm khi họ xử lý tiền theo những tâm lý khác nhau."
Thi sinh doi quan de duoc vao phong thi.,Thí sinh đổi quần để được vào phòng thi.
"Gionee gioi thieu 2 smartphone thiet ke dep, gia 'mem' o Viet Nam.","Gionee giới thiệu 2 smartphone thiết kế đẹp, giá 'mềm' ở Việt Nam."
Luat su noi ve vu lao dong bi truc xuat ve nuoc.,Luật sư nói về vụ lao động bị trục xuất về nước.
Se gian nop thue TNCN den thang 5/2009.,Sẽ giãn nộp thuế TNCN đến tháng 5/2009.
Gau den hung du vat ca co huou nhua de an.,Gấu đen hung dữ vặt cả cổ hươu nhựa để ăn.
Phien quan Maute chi con kiem soat chua den 20% dien tich Marawi.,Phiến quân Maute chỉ còn kiểm soát chưa đến 20% diện tích Marawi.
Tuan anh oi me chao con nhe thoi con vat quan ao song roi con nghi ngoi di roi di lam con nhe me chao con,Tuấn Anh ơi mẹ chào con nhé thôi con vắt quần áo xong rồi con nghỉ ngơi đi rồi đi làm con nhé mẹ chào con
"Yeu kem trong du bao, ""nuong chieu"" doanh nghiep nha nuoc.","Yếu kém trong dự báo, ""nuông chiều"" doanh nghiệp nhà nước."
ra ngoai an 1 minh binh thuong ma @@ khung` het roi a,ra ngoài ăn một mình bình thường mà @@ khùng hết rồi à
Bat gon trum giang ho khi chuan bi 'dan tran' tranh lanh dia.,Bắt gọn trùm giang hồ khi chuẩn bị 'dàn trận' tranh lãnh địa.
Chu toa phien toa vu Minh 'Sam' noi gi sau chi dao cua Pho Thu tuong?.,Chủ tọa phiên tòa vụ Minh 'Sâm' nói gì sau chỉ đạo của Phó Thủ tướng?.
Nhung diem den dep nhat Ha Lan.,Những điểm đến đẹp nhất Hà Lan.
Hai Phong: Dieu tra vu nam thanh nien bi trung dan hoa cai.,Hải Phòng: Điều tra vụ nam thanh niên bị trúng đạn hoa cải.
Buoi co thuong hieu tai DBSCL dang duoc gia.,Bưởi có thương hiệu tại ĐBSCL đang được giá.
"Bao tri cong trinh xay dung khi dua vao khai thac, su dung.","Bảo trì công trình xây dựng khi đưa vào khai thác, sử dụng."
Vi nhan tien thue roi nen phia cong ty mai moi da rat co gang ket noi khach nu cho anh Lam.,Vì nhận tiền thuê rồi nên phía công ty mai mối đã rất cố gắng kết nối khách nữ cho anh Lâm.
Nang cap Hoc vien Thanh thieu nien Viet Nam.,Nâng cấp Học viện Thanh thiếu niên Việt Nam.
"Dem nhac cua nhung ""ca tinh"" manh.","Đêm nhạc của những ""cá tính"" mạnh."
Nhiệt tình đi a cho phép kkkkkkkkkkkkk,Nhiệt tình đi anh cho phép kakaka
Mac dep du vong hai qua kho.,Mặc đẹp dù vòng hai quá khổ.
"VN-Index phuc hoi nhe, HNX-Index tang manh.","VN-Index phục hồi nhẹ, HNX-Index tăng mạnh."
"Cung voi do trien khai, nhan rong cac mo hinh cung cap dich vu mot cua ho tro nguoi bi bao luc tren co so gioi o cac dia phuong.","Cùng với đó triển khai, nhân rộng các mô hình cung cấp dịch vụ một cửa hỗ trợ người bị bạo lực trên cơ sở giới ở các địa phương."
"Tiep do, vao nam 1999, ""Nu hoang nhac Pop"" gap dao dien Guy Ritchie qua loi gioi thieu cua Sting.","Tiếp đó, vào năm 1999, ""Nữ hoàng nhạc Pop"" gặp đạo diễn Guy Ritchie qua lời giới thiệu của Sting."
Nga: Khoi phuc Tuong dai V.I.Le-nin tai thanh pho U-pha.,Nga: Khôi phục Tượng đài V.I.Lê-nin tại thành phố U-pha.
Khanh thanh cau Bac Luan II.,Khánh thành cầu Bắc Luân II.
Ta ao trang trong ngay khai truong.,Tà áo trắng trong ngày khai trường.
Tiet lo: Nguyen nhan Joe Hart xuong phong do tram trong.,Tiết lộ: Nguyên nhân Joe Hart xuống phong độ trầm trọng.
K đáng lo,Không đáng lo
Kho nhat la nhin ro minh.,Khó nhất là nhìn rõ mình.
Ngan hang HSBC mo Chi nhanh tai TP Da Nang.,Ngân hàng HSBC mở Chi nhánh tại TP Đà Nẵng.
Su menh cua ve tinh Bion-M1 da thanh cong.,Sứ mệnh của vệ tinh Bion-M1 đã thành công.
Ngô Hiếu rp m h,Ngô Hiếu report mày giờ
"Ty phu Bill Gates hien co gia tri tai san rong khoang 144 ty do la, theo thong ke cua Bloomberg.","Tỷ phú Bill Gates hiện có giá trị tài sản ròng khoảng 144 tỷ đô la, theo thống kê của Bloomberg."
Trung bay anh Sai Gon xua - nay tai su kien mo ban The GoldView.,Trưng bày ảnh Sài Gòn xưa - nay tại sự kiện mở bán The GoldView.
"Dua con gai xinh dep, gioi giang, lay chong Han Quoc bong dung ly hon, bien thanh nguoi dong tinh.","Đứa con gái xinh đẹp, giỏi giang, lấy chồng Hàn Quốc bỗng dưng ly hôn, biến thành người đồng tính."
Chanel ra mat BST thoi trang ruc ro o Han Quoc.,Chanel ra mắt BST thời trang rực rỡ ở Hàn Quốc.
Co con la me do dau cua nguoi mau Iris Law - con gai tai tu Jude Law.,Cô còn là mẹ đỡ đầu của người mẫu Iris Law - con gái tài tử Jude Law.
"Toi thuong ba toi vo cung va nhu co mot soi day vo hinh nao do truyen lai, toi xin ma toi (ba Bau Tho - PV) cho toi duoc hat va cai nghiep di theo toi cho den bay gio.","Tôi thương ba tôi vô cùng và như có một sợi dây vô hình nào đó truyền lại, tôi xin má tôi (bà Bầu Thơ - PV) cho tôi được hát và cái nghiệp dĩ theo tôi cho đến bây giờ."
Chan duong 'chay' chuc.,Chặn đường 'chạy' chức.
Chua treo tren vach nui,Chùa treo trên vách núi
May bay mat tich: 'Viet Nam tim kiem 24/24 voi trach nhiem cao nhat'.,Máy bay mất tích: 'Việt Nam tìm kiếm 24/24 với trách nhiệm cao nhất'.
Range Rover 2022 dien kien cac dai gia Viet chiu chi bang mot hinh anh moi nhu the.,Range Rover 2022 diện kiến các đại gia Việt chịu chi bằng một hình ảnh mới như thế.
ASP: vo Thanh vien BKS xin thoi khong ban co phieu nhu dang ky.,ASP: vợ Thành viên BKS xin thôi không bán cổ phiếu như đăng ký.
"Luc nay hai xe doi dien nhau, khong phuong tien nao chiu nhuong.","Lúc này hai xe đối diện nhau, không phương tiện nào chịu nhường."
"Lu mo Mr 'Triple-Double', Paul giup Clippers phuc thu Thunder.","Lu mờ Mr 'Triple-Double', Paul giúp Clippers phục thù Thunder."
Con nho nay hom truoc chui Ong ba Cha me ca nguoi Vn la minh biet no bi Ma nhap no truoc khi bi chet.. ..gao thet kinh hon de truoc khi xuong dia nguc...,Con nhỏ này hôm trước chửi Ông bà Cha mẹ cả người VN là mình biết nó bị Ma nhập nó trước khi bị chết... gào thét kinh hồn để trước khi xuống địa ngục...
Add tin ng vãi loàn.,Ad tin người vãi lồn.
"Bo Y te khuyen cao phong, chong dich benh sau bao, lu.","Bộ Y tế khuyến cáo phòng, chống dịch bệnh sau bão, lũ."
V26 nhan danh hieu Anh hung Luc luong vu trang nhan dan.,V26 nhận danh hiệu Anh hùng Lực lượng vũ trang nhân dân.
Moi ngay o Wimbledon deu la mot bai kiem tra khac nghiet.,Mỗi ngày ở Wimbledon đều là một bài kiểm tra khắc nghiệt.
"Canh lay mau got chan be Viet 1,7 kg.","Cảnh lấy máu gót chân bé Việt 1,7 kg."
Khong de no dong chat van.,Không để nợ đọng chất vấn.
Kho bac Nha nuoc Ha Tinh tich cuc phoi hop to chuc thu ngan sach.,Kho bạc Nhà nước Hà Tĩnh tích cực phối hợp tổ chức thu ngân sách.
VN - Index doi chieu tang diem cuc manh.,VN - Index đổi chiều tăng điểm cực mạnh.
Tao thuan loi cho nguoi dan dang ky cu tru.,Tạo thuận lợi cho người dân đăng ký cư trú.
"To chuc cho cac doanh nghiep, ca nhan ky cam ket khong vi pham cho hang hoa qua tai trong, kho gioi han, thay doi kich thuoc thanh thung xe khi tham gia giao thong va theo doi viec chap hanh cam ket.","Tổ chức cho các doanh nghiệp, cá nhân ký cam kết không vi phạm chở hàng hóa quá tải trọng, khổ giới hạn, thay đổi kích thước thành thùng xe khi tham gia giao thông và theo dõi việc chấp hành cam kết."
Pho giao su Nguyen Phuong Dai Nguyen rat lo ngai khi cac loai nam nay duoc ban va su dung rong rai.,Phó giáo sư Nguyễn Phương Đại Nguyên rất lo ngại khi các loại nấm này được bán và sử dụng rộng rãi.
Doan xe Tong thong Trump lan banh tren cau Rong Da Nang.,Đoàn xe Tổng thống Trump lăn bánh trên cầu Rồng Đà Nẵng.
Chuc chi 3 khoe nha,Chúc chị 3 khỏe nha
Asus U36S Laptop sieu mong chay Sandy Bridge.,Asus U36S Laptop siêu mỏng chạy Sandy Bridge.
"Theo giao su Phan Van Truong, cong dan toan cau la mot phong thai van hoa.","Theo giáo sư Phan Văn Trường, công dân toàn cầu là một phong thái văn hóa."
Hop tac NATO-Nga co tam quan trong chien luoc.,Hợp tác NATO-Nga có tầm quan trọng chiến lược.
Ong Obama di bo trong pho co La Habana bat chap con mua rao.,Ông Obama đi bộ trong phố cổ La Habana bất chấp cơn mưa rào.
"Het han thue dat phai di doi Trong khi do, tai Binh Dinh, lanh dao tinh nay cho biet van dang thuc hien quyet liet cac cong viec lien quan den di doi 3 khach san cao tang ben bo bien Quy Nhon la Binh Duong, Hai Au va Hoang Yen.","Hết hạn thuê đất phải di dời Trong khi đó, tại Bình Định, lãnh đạo tỉnh này cho biết vẫn đang thực hiện quyết liệt các công việc liên quan đến di dời 3 khách sạn cao tầng bên bờ biển Quy Nhơn là Bình Dương, Hải Âu và Hoàng Yến."
Cuoc dua ve day: Duc suy thoai nhanh nhat EU.,Cuộc đua về đáy: Đức suy thoái nhanh nhất EU.
"Con voi Suzy, tiep da thanh cong tu Lang khach, co tiep tuc co them mot du an truyen hinh cuc ky duoc yeu thich mang ten Khoi nghiep.","Còn với Suzy, tiếp đà thành công từ Lãng khách, cô tiếp tục có thêm một dự án truyền hình cực kỳ được yêu thích mang tên Khởi nghiệp."
"Thuc, hu chuyen san lat tron cat.","Thực, hư chuyện sắn lát trộn cát."
Hoc sinh Nha Trang co tong dai ly ve tro choi giao duc.,Học sinh Nha Trang có tổng đại lý về trò chơi giáo dục.
Nguoi linh gia va nhung tam huan chuong nhuom mau thoi gian.,Người lính già và những tấm huân chương nhuốm màu thời gian.
Huynh Hieu Minh Angelababy bi phat hien hen ho o Hawaii.,Huỳnh Hiểu Minh Angelababy bị phát hiện hẹn hò ở Hawaii.
Buu chinh My: Chenh venh ben mep vuc.,Bưu chính Mỹ: Chênh vênh bên mép vực.
Phuong Tu - Quan quan Ngoi sao thoi trang 18 tuoi.,Phương Tú - Quán quân Ngôi sao thời trang 18 tuổi.
Ty le dang ky ket hon o Han Quoc tiep tuc giam.,Tỷ lệ đăng ký kết hôn ở Hàn Quốc tiếp tục giảm.
Gia dau lan dau tien vuot 40 USD/thung tu dau nam.,Giá dầu lần đầu tiên vượt 40 USD/thùng từ đầu năm.
Chon SIM so dep?.,Chọn SIM số đẹp?.
Mot thoi kham xa cu Dia Linh.,Một thời khảm xà cừ Địa Linh.
- Hinh su khong bao gio co hoa giai.,- Hình sự không bao giờ có hòa giải.
"Neu tre sot cao tren 2 ngay va kem theo 1 trong cac bieu hien sau, can khan cap dua tre vao benh vien.","Nếu trẻ sốt cao trên 2 ngày và kèm theo 1 trong các biểu hiện sau, cần khẩn cấp đưa trẻ vào bệnh viện."
Apple tung video ung ho ngay Trai Dat do Tim Cook doc.,Apple tung video ủng hộ ngày Trái Đất do Tim Cook đọc.
R biết sao t đen r,Rồi biết sao tôi đen rồi
Giai Ngoai hang Anh quy dinh kha nghiem ngat ve viec cap giay phep lao dong.,Giải Ngoại hạng Anh quy định khá nghiêm ngặt về việc cấp giấy phép lao động.
"Nam 2014, TP.HCM du bao can tuyen 265.000 lao dong.","Năm 2014, TP.HCM dự báo cần tuyển 265.000 lao động."
